"affy_hg_u133_plus_2"	"hgnc_symbol"
"18678"	"230647_at"	"TMEM53"
"18679"	"1554077_a_at"	"TMEM53"
"18680"	"219462_at"	"TMEM53"
"18681"	"1560220_a_at"	""
"18682"	"239210_at"	""
"18683"	"242913_at"	"CLIC6"
"18684"	"227742_at"	"CLIC6"
"18685"	"204659_s_at"	"GFER"
"18686"	"204660_at"	"GFER"
"18687"	"220852_at"	"FOXN3-AS2"
"18688"	"217499_x_at"	"OR7E33P"
"18689"	"202383_at"	"KDM5C"
"18690"	"239207_at"	"KDM5C"
"18691"	"1553009_s_at"	"REXO1L1P"
"18692"	"1561060_at"	""
"18693"	"243856_at"	"LANCL3"
"18694"	"1568919_at"	"LINC01492"
"18695"	"203437_at"	"TMEM11"
"18696"	"217350_at"	"KRT19P2"
"18697"	"223495_at"	"CCDC8"
"18698"	"223496_s_at"	"CCDC8"
"18699"	"202151_s_at"	"UBAC1"
"18700"	"211931_s_at"	"HNRNPA3P10"
"18701"	"240721_at"	""
"18702"	"1559716_at"	"INO80C"
"18703"	"229582_at"	"INO80C"
"18704"	"235337_at"	"SERTAD4"
"18705"	"229674_at"	"SERTAD4"
"18706"	"230660_at"	"SERTAD4"
"18707"	"233907_s_at"	"SERTAD4"
"18708"	"240475_at"	"EGOT"
"18709"	"230889_at"	""
"18710"	"214811_at"	"RIMBP2"
"18711"	"237995_at"	"RIMBP2"
"18712"	"238817_at"	"RIMBP2"
"18713"	"221179_at"	"PRORY"
"18714"	"201686_x_at"	"API5P1"
"18715"	"214959_s_at"	"API5P1"
"18716"	"225469_at"	"LYRM5"
"18717"	"239786_at"	"DCN"
"18718"	"211813_x_at"	"DCN"
"18719"	"211896_s_at"	"DCN"
"18720"	"209335_at"	"DCN"
"18721"	"201893_x_at"	"DCN"
"18722"	"242605_at"	"DCN"
"18723"	"234104_at"	"DCN"
"18724"	"240556_at"	"DCN"
"18725"	"208155_x_at"	"GAGE13"
"18726"	"208235_x_at"	"GAGE13"
"18727"	"207086_x_at"	"GAGE13"
"18728"	"206640_x_at"	"GAGE13"
"18729"	"207739_s_at"	"GAGE13"
"18730"	"1557465_at"	"LINC00282"
"18731"	"221928_at"	"ACACB"
"18732"	"49452_at"	"ACACB"
"18733"	"1552615_at"	"ACACB"
"18734"	"214584_x_at"	"ACACB"
"18735"	"43427_at"	"ACACB"
"18736"	"1552616_a_at"	"ACACB"
"18737"	"209781_s_at"	"KHDRBS3"
"18738"	"230249_at"	"KHDRBS3"
"18739"	"91952_at"	"DCAF15"
"18740"	"221851_at"	"DCAF15"
"18741"	"221849_s_at"	"DCAF15"
"18742"	"230121_at"	"SERTAD4-AS1"
"18743"	"205455_at"	"MST1R"
"18744"	"223874_at"	"ACTR3C"
"18745"	"217520_x_at"	""
"18746"	"1552879_a_at"	"ATOH7"
"18747"	"1552878_at"	"ATOH7"
"18748"	"225041_at"	""
"18749"	"219852_s_at"	"MORN1"
"18750"	"1554268_at"	"MORN1"
"18751"	"205644_s_at"	"SNRPG"
"18752"	"215056_at"	"PGBD5"
"18753"	"219225_at"	"PGBD5"
"18754"	"213189_at"	"MINA"
"18755"	"229132_at"	"MINA"
"18756"	"213188_s_at"	"MINA"
"18757"	"1554774_at"	"MINA"
"18758"	"219563_at"	"SYNE3"
"18759"	"1553644_at"	"SYNE3"
"18760"	"238754_at"	""
"18761"	"211700_s_at"	"TRO"
"18762"	"210882_s_at"	"TRO"
"18763"	"211701_s_at"	"TRO"
"18764"	"205028_at"	"TRO"
"18765"	"202429_s_at"	"PPP3CA"
"18766"	"202425_x_at"	"PPP3CA"
"18767"	"202457_s_at"	"PPP3CA"
"18768"	"206443_at"	"RORB"
"18769"	"231040_at"	"RORB"
"18770"	"242385_at"	"RORB"
"18771"	"238581_at"	"GBP5"
"18772"	"229625_at"	"GBP5"
"18773"	"235174_s_at"	"LINC01003"
"18774"	"1557279_at"	"ITSN1"
"18775"	"230042_at"	"ITSN1"
"18776"	"1557280_s_at"	"ITSN1"
"18777"	"207322_at"	"ITSN1"
"18778"	"209297_at"	"ITSN1"
"18779"	"209298_s_at"	"ITSN1"
"18780"	"35776_at"	"ITSN1"
"18781"	"201209_at"	"HDAC1"
"18782"	"229967_at"	"CMTM2"
"18783"	"243916_x_at"	"UBLCP1"
"18784"	"227413_at"	"UBLCP1"
"18785"	"209027_s_at"	"ABI1"
"18786"	"209028_s_at"	"ABI1"
"18787"	"235263_at"	"STAG3L3"
"18788"	"223724_s_at"	"STAG3L3"
"18789"	"204830_x_at"	"PSG5"
"18790"	"239583_x_at"	"PSG5"
"18791"	"208803_s_at"	"SRP72P2"
"18792"	"1558011_at"	""
"18793"	"213185_at"	"KIAA0556"
"18794"	"236048_at"	"LHFPL1"
"18795"	"210802_s_at"	"DIMT1"
"18796"	"204405_x_at"	"DIMT1"
"18797"	"217106_x_at"	"DIMT1"
"18798"	"210801_at"	"DIMT1"
"18799"	"211845_at"	"PVRL1"
"18800"	"211846_s_at"	"PVRL1"
"18801"	"208455_at"	"PVRL1"
"18802"	"225211_at"	"PVRL1"
"18803"	"241731_x_at"	"ZNF440"
"18804"	"215892_at"	"ZNF440"
"18805"	"223528_s_at"	"METTL17"
"18806"	"218366_x_at"	"METTL17"
"18807"	"223988_x_at"	"METTL17"
"18808"	"1558590_at"	"METTL17"
"18809"	"201064_s_at"	"PABPC4"
"18810"	"204964_s_at"	"SSPN"
"18811"	"1561517_at"	"SSPN"
"18812"	"226932_at"	"SSPN"
"18813"	"204963_at"	"SSPN"
"18814"	"239076_at"	"ADCY1"
"18815"	"213245_at"	"ADCY1"
"18816"	"235049_at"	"ADCY1"
"18817"	"232062_at"	"ADCY1"
"18818"	"215348_at"	"ADCY1"
"18819"	"210632_s_at"	"SGCA"
"18820"	"219264_s_at"	"PPP2R3B"
"18821"	"233651_s_at"	"MPND"
"18822"	"231793_s_at"	"CAMK2D"
"18823"	"228555_at"	"CAMK2D"
"18824"	"225019_at"	"CAMK2D"
"18825"	"224994_at"	"CAMK2D"
"18826"	"231204_at"	"ZGRF1"
"18827"	"228859_at"	"ZGRF1"
"18828"	"241253_at"	"ZGRF1"
"18829"	"225670_at"	"FAM173B"
"18830"	"209717_at"	"EVI5"
"18831"	"208297_s_at"	"EVI5"
"18832"	"202406_s_at"	"TIAL1"
"18833"	"202405_at"	"TIAL1"
"18834"	"230350_at"	"TIAL1"
"18835"	"217500_at"	"TIAL1"
"18836"	"212549_at"	"STAT5B"
"18837"	"212550_at"	"STAT5B"
"18838"	"205026_at"	"STAT5B"
"18839"	"1555086_at"	"STAT5B"
"18840"	"1555088_x_at"	"STAT5B"
"18841"	"231071_at"	"YTHDF3-AS1"
"18842"	"226421_at"	"AMMECR1"
"18843"	"1553219_a_at"	"AMMECR1"
"18844"	"204976_s_at"	"AMMECR1"
"18845"	"236760_at"	"AMMECR1"
"18846"	"1554530_at"	"VSTM2A"
"18847"	"1560692_at"	"VSTM2A"
"18848"	"230117_at"	"VSTM2A"
"18849"	"236308_at"	"VSTM2A"
"18850"	"228100_at"	"PIFO"
"18851"	"206162_x_at"	"SYT5"
"18852"	"206161_s_at"	"SYT5"
"18853"	"225306_s_at"	"SLC25A29"
"18854"	"225305_at"	"SLC25A29"
"18855"	"231664_at"	"SLC25A29"
"18856"	"216317_x_at"	"RHCE"
"18857"	"215819_s_at"	"RHCE"
"18858"	"219851_at"	"ZNF613"
"18859"	"206984_s_at"	"RIT2"
"18860"	"213520_at"	"RECQL4"
"18861"	"1553015_a_at"	"RECQL4"
"18862"	"203064_s_at"	"FOXK2"
"18863"	"242938_s_at"	"FOXK2"
"18864"	"226224_at"	"FOXK2"
"18865"	"241430_at"	"TEX37"
"18866"	"239742_at"	"TULP4"
"18867"	"218184_at"	"TULP4"
"18868"	"224170_s_at"	"TULP4"
"18869"	"215548_s_at"	"SCFD1"
"18870"	"208274_at"	"OCLM"
"18871"	"1566720_at"	""
"18872"	"243837_x_at"	""
"18873"	"217525_at"	"OLFML1"
"18874"	"226445_s_at"	"TRIM41"
"18875"	"241450_at"	"RSPO1"
"18876"	"206575_at"	"CDKL5"
"18877"	"227004_at"	"CDKL5"
"18878"	"231170_at"	"CDKL5"
"18879"	"221704_s_at"	"VPS37B"
"18880"	"208507_at"	"OR7C2"
"18881"	"230082_at"	"UBE2FP1"
"18882"	"236540_at"	"TPGS2"
"18883"	"213617_s_at"	"TPGS2"
"18884"	"213616_at"	"TPGS2"
"18885"	"244233_at"	"TPGS2"
"18886"	"235793_at"	"TPGS2"
"18887"	"212055_at"	"TPGS2"
"18888"	"212147_at"	"SMG5"
"18889"	"34868_at"	"SMG5"
"18890"	"241089_at"	"ZNF562"
"18891"	"219163_at"	"ZNF562"
"18892"	"213760_s_at"	"ZNF330"
"18893"	"209814_at"	"ZNF330"
"18894"	"207914_x_at"	"EVX1"
"18895"	"231706_s_at"	"EVX1"
"18896"	"216383_at"	"RPL18AP16"
"18897"	"1557827_at"	"DNAJC9-AS1"
"18898"	"228259_s_at"	"EPB41L4A-AS1"
"18899"	"225698_at"	"EPB41L4A-AS1"
"18900"	"219333_s_at"	"CAPN10"
"18901"	"221040_at"	"CAPN10"
"18902"	"230762_at"	""
"18903"	"237853_x_at"	"KRTAP10-12"
"18904"	"206571_s_at"	"MAP4K4"
"18905"	"222548_s_at"	"MAP4K4"
"18906"	"218181_s_at"	"MAP4K4"
"18907"	"222547_at"	"MAP4K4"
"18908"	"1558732_at"	"MAP4K4"
"18909"	"1552929_at"	"GRK7"
"18910"	"212866_at"	"R3HCC1"
"18911"	"35156_at"	"R3HCC1"
"18912"	"237820_at"	""
"18913"	"238975_at"	"MMAB"
"18914"	"242082_at"	"MMAB"
"18915"	"225826_at"	"MMAB"
"18916"	"1557277_a_at"	"LINC01016"
"18917"	"1556675_s_at"	"LINC01016"
"18918"	"1557276_at"	"LINC01016"
"18919"	"226504_at"	"FAM109B"
"18920"	"236112_at"	"LINC01096"
"18921"	"205149_s_at"	"CLCN4"
"18922"	"205148_s_at"	"CLCN4"
"18923"	"214769_at"	"CLCN4"
"18924"	"217556_at"	"CLCN4"
"18925"	"226214_at"	"GDE1"
"18926"	"202593_s_at"	"GDE1"
"18927"	"1554685_a_at"	"CEMIP"
"18928"	"212942_s_at"	"CEMIP"
"18929"	"1554953_a_at"	"TSPEAR-AS2"
"18930"	"1554954_at"	"TSPEAR-AS2"
"18931"	"1553333_at"	"MAB21L3"
"18932"	"221112_at"	"IL1RAPL2"
"18933"	"225997_at"	"MOB1B"
"18934"	"240566_at"	""
"18935"	"33579_i_at"	"GALR3"
"18936"	"204959_at"	"MNDA"
"18937"	"201453_x_at"	"RHEB"
"18938"	"1555780_a_at"	"RHEB"
"18939"	"213404_s_at"	"RHEB"
"18940"	"227633_at"	"RHEB"
"18941"	"201452_at"	"RHEB"
"18942"	"221730_at"	"COL5A2"
"18943"	"221729_at"	"COL5A2"
"18944"	"207703_at"	"NLGN4Y"
"18945"	"1554125_a_at"	"NLGN4Y"
"18946"	"236407_at"	"KCNE1"
"18947"	"208514_at"	"KCNE1"
"18948"	"207805_s_at"	"PSMD9"
"18949"	"209334_s_at"	"PSMD9"
"18950"	"230906_at"	"GALNT10"
"18951"	"212256_at"	"GALNT10"
"18952"	"207357_s_at"	"GALNT10"
"18953"	"205059_s_at"	"IDUA"
"18954"	"205057_s_at"	"IDUA"
"18955"	"206213_at"	"WNT10B"
"18956"	"207157_s_at"	"GNG5P2"
"18957"	"206448_at"	"ZNF365"
"18958"	"1570121_at"	"ZNF365"
"18959"	"212569_at"	"SMCHD1"
"18960"	"212577_at"	"SMCHD1"
"18961"	"1558747_at"	"SMCHD1"
"18962"	"212579_at"	"SMCHD1"
"18963"	"219646_at"	"DEF8"
"18964"	"225637_at"	"DEF8"
"18965"	"233644_at"	"KATNAL2"
"18966"	"1554234_at"	"KATNAL2"
"18967"	"218932_at"	"ZNHIT6"
"18968"	"233005_at"	"ZNHIT6"
"18969"	"236500_at"	""
"18970"	"222203_s_at"	"NT5C1B-RDH14"
"18971"	"205041_s_at"	"ORM2"
"18972"	"214465_at"	"ORM2"
"18973"	"201002_s_at"	"TMEM189-UBE2V1"
"18974"	"201001_s_at"	"TMEM189-UBE2V1"
"18975"	"1558217_at"	"SLFN13"
"18976"	"1553423_a_at"	"SLFN13"
"18977"	"219641_at"	"DET1"
"18978"	"203989_x_at"	"F2R"
"18979"	"1569642_at"	"F2R"
"18980"	"235505_s_at"	""
"18981"	"208551_at"	"HIST1H4G"
"18982"	"243687_at"	"LINC00881"
"18983"	"234844_at"	"ZNF407"
"18984"	"220836_at"	"ZNF407"
"18985"	"220835_s_at"	"ZNF407"
"18986"	"227768_at"	"ZNF407"
"18987"	"224498_x_at"	""
"18988"	"222695_s_at"	""
"18989"	"223503_at"	"TMEM163"
"18990"	"1552626_a_at"	"TMEM163"
"18991"	"206631_at"	"PTGER2"
"18992"	"203679_at"	"TMED1"
"18993"	"239639_at"	""
"18994"	"1555871_at"	"TTC28-AS1"
"18995"	"244189_at"	"TTC28-AS1"
"18996"	"232246_at"	"TTC28-AS1"
"18997"	"219687_at"	"HHAT"
"18998"	"209450_at"	"OSGEP"
"18999"	"1562022_s_at"	"RAD9A"
"19000"	"204828_at"	"RAD9A"
"19001"	"224713_at"	"NIFK"
"19002"	"224714_at"	"NIFK"
"19003"	"225060_at"	"LRP11"
"19004"	"213706_at"	"GPD1"
"19005"	"204997_at"	"GPD1"
"19006"	"1563035_x_at"	"GPD1"
"19007"	"1563034_at"	"GPD1"
"19008"	"1569469_a_at"	"LHX8"
"19009"	"218905_at"	"INTS8"
"19010"	"210958_s_at"	"MAST4"
"19011"	"40016_g_at"	"MAST4"
"19012"	"225613_at"	"MAST4"
"19013"	"225611_at"	"MAST4"
"19014"	"1554652_s_at"	"MAST4"
"19015"	"243575_at"	"MAST4"
"19016"	"222348_at"	"MAST4"
"19017"	"202266_at"	"TDP2"
"19018"	"222576_s_at"	"AGO1"
"19019"	"228120_at"	"AGO1"
"19020"	"239036_at"	"AGO1"
"19021"	"218287_s_at"	"AGO1"
"19022"	"206560_s_at"	"MIA"
"19023"	"211575_s_at"	"UBE3A"
"19024"	"213291_s_at"	"UBE3A"
"19025"	"213128_s_at"	"UBE3A"
"19026"	"211285_s_at"	"UBE3A"
"19027"	"212278_x_at"	"UBE3A"
"19028"	"214980_at"	"UBE3A"
"19029"	"221591_s_at"	"FAM64A"
"19030"	"207714_s_at"	"SERPINH1"
"19031"	"205700_at"	"HSD17B6"
"19032"	"37512_at"	"HSD17B6"
"19033"	"214164_x_at"	"CA12"
"19034"	"241230_at"	"CA12"
"19035"	"204508_s_at"	"CA12"
"19036"	"215867_x_at"	"CA12"
"19037"	"210735_s_at"	"CA12"
"19038"	"203963_at"	"CA12"
"19039"	"204509_at"	"CA12"
"19040"	"200621_at"	"CSRP1"
"19041"	"1553267_a_at"	"CNOT6LP1"
"19042"	"213330_s_at"	"STIP1"
"19043"	"212009_s_at"	"STIP1"
"19044"	"233812_at"	"LINC00028"
"19045"	"206622_at"	"TRH"
"19046"	"1569418_at"	"LINC00682"
"19047"	"224798_s_at"	"FAM219B"
"19048"	"224805_s_at"	"FAM219B"
"19049"	"224804_s_at"	"FAM219B"
"19050"	"204866_at"	"JADE3"
"19051"	"236279_at"	""
"19052"	"240441_at"	"FAM99A"
"19053"	"240441_at"	"FAM99B"
"19054"	"201728_s_at"	"KIAA0100"
"19055"	"201729_s_at"	"KIAA0100"
"19056"	"1569909_at"	"KRT79"
"19057"	"1552535_at"	"CLDN19"
"19058"	"1554804_a_at"	"CLDN19"
"19059"	"1554805_at"	"CLDN19"
"19060"	"207460_at"	"GZMM"
"19061"	"220845_at"	"ACOXL"
"19062"	"240189_at"	"ACOXL"
"19063"	"221682_s_at"	"PCDHGB6"
"19064"	"209079_x_at"	"PCDHGB6"
"19065"	"211876_x_at"	"PCDHGB6"
"19066"	"215836_s_at"	"PCDHGB6"
"19067"	"205717_x_at"	"PCDHGB6"
"19068"	"211066_x_at"	"PCDHGB6"
"19069"	"216352_x_at"	"PCDHGB6"
"19070"	"1556427_s_at"	"LRRN4CL"
"19071"	"211442_x_at"	"CYP3A43"
"19072"	"211440_x_at"	"CYP3A43"
"19073"	"211441_x_at"	"CYP3A43"
"19074"	"207773_x_at"	"CYP3A43"
"19075"	"214079_at"	"DHRS2"
"19076"	"206463_s_at"	"DHRS2"
"19077"	"208155_x_at"	"GAGE12G"
"19078"	"208235_x_at"	"GAGE12G"
"19079"	"207086_x_at"	"GAGE12G"
"19080"	"207663_x_at"	"GAGE12G"
"19081"	"206640_x_at"	"GAGE12G"
"19082"	"207739_s_at"	"GAGE12G"
"19083"	"204800_s_at"	"DHRS12"
"19084"	"204801_s_at"	"DHRS12"
"19085"	"227534_at"	"AAED1"
"19086"	"200901_s_at"	"M6PR"
"19087"	"200900_s_at"	"M6PR"
"19088"	"218826_at"	"SLC35F2"
"19089"	"221150_at"	"MEPE"
"19090"	"242440_at"	""
"19091"	"208269_s_at"	"ADAM28"
"19092"	"205997_at"	"ADAM28"
"19093"	"208268_at"	"ADAM28"
"19094"	"202577_s_at"	""
"19095"	"202576_s_at"	""
"19096"	"202578_s_at"	""
"19097"	"208650_s_at"	"CD24P2"
"19098"	"240075_at"	""
"19099"	"214957_at"	"ACTL8"
"19100"	"207935_s_at"	"KRT13"
"19101"	"226857_at"	"ARHGEF19"
"19102"	"223644_s_at"	"CRYGS"
"19103"	"206451_at"	"CRYGS"
"19104"	"220963_s_at"	"RSG1"
"19105"	"218938_at"	"FBXL15"
"19106"	"205108_s_at"	"APOB"
"19107"	"223579_s_at"	"APOB"
"19108"	"221656_s_at"	"ARHGEF10L"
"19109"	"1552712_a_at"	"NMNAT2"
"19110"	"1556029_s_at"	"NMNAT2"
"19111"	"209755_at"	"NMNAT2"
"19112"	"1562818_at"	"NMNAT2"
"19113"	"242272_at"	"ZNF785"
"19114"	"1554770_x_at"	"ZNF785"
"19115"	"1554769_at"	"ZNF785"
"19116"	"233454_at"	"POLN"
"19117"	"242804_at"	"POLN"
"19118"	"211065_x_at"	"PFKL"
"19119"	"201102_s_at"	"PFKL"
"19120"	"214309_s_at"	"PFKL"
"19121"	"230434_at"	"PHOSPHO2"
"19122"	"237790_at"	"SCN8A"
"19123"	"244708_at"	"SCN8A"
"19124"	"236479_at"	"SCN8A"
"19125"	"235969_at"	"SCN8A"
"19126"	"207049_at"	"SCN8A"
"19127"	"236329_at"	"SCN8A"
"19128"	"1561820_at"	"SCN8A"
"19129"	"226493_at"	"KCTD18"
"19130"	"1553136_at"	"KCTD18"
"19131"	"223042_s_at"	""
"19132"	"202077_at"	"NDUFAB1"
"19133"	"1569861_at"	"TRAF5"
"19134"	"204352_at"	"TRAF5"
"19135"	"232820_s_at"	"GTSF1L"
"19136"	"232821_at"	"GTSF1L"
"19137"	"204418_x_at"	"GSTM2"
"19138"	"204550_x_at"	"GSTM2"
"19139"	"215333_x_at"	"GSTM2"
"19140"	"234725_s_at"	"SEMA4B"
"19141"	"1569905_at"	"HSD11B1L"
"19142"	"228757_at"	"HSD11B1L"
"19143"	"242705_x_at"	"LRPAP1"
"19144"	"235505_s_at"	"LRPAP1"
"19145"	"201186_at"	"LRPAP1"
"19146"	"239263_at"	""
"19147"	"200015_s_at"	"SEPT2"
"19148"	"1554747_a_at"	"SEPT2"
"19149"	"200778_s_at"	"SEPT2"
"19150"	"232637_at"	"SEPT2"
"19151"	"1559038_at"	"SEPT2"
"19152"	"214731_at"	"SEPT2"
"19153"	"207790_at"	"LRRC1"
"19154"	"218816_at"	"LRRC1"
"19155"	"230900_at"	"CCDC110"
"19156"	"207900_at"	"CCL17"
"19157"	"221270_s_at"	"QTRT1"
"19158"	"211267_at"	"HESX1"
"19159"	"240382_at"	""
"19160"	"227163_at"	"GSTO2"
"19161"	"229155_at"	"GSTO2"
"19162"	"213709_at"	"BHLHB9"
"19163"	"215228_at"	"NHLH2"
"19164"	"214497_s_at"	"NHLH2"
"19165"	"211074_at"	""
"19166"	"235976_at"	"SLITRK6"
"19167"	"232176_at"	"SLITRK6"
"19168"	"232481_s_at"	"SLITRK6"
"19169"	"208155_x_at"	"GAGE2E"
"19170"	"208235_x_at"	"GAGE2E"
"19171"	"207086_x_at"	"GAGE2E"
"19172"	"206640_x_at"	"GAGE2E"
"19173"	"207739_s_at"	"GAGE2E"
"19174"	"204537_s_at"	"GABRE"
"19175"	"1561411_at"	"LINC01222"
"19176"	"207877_s_at"	"NVL"
"19177"	"229817_at"	"ZNF608"
"19178"	"232303_at"	"ZNF608"
"19179"	"232981_s_at"	"SYNRG"
"19180"	"232387_at"	"SYNRG"
"19181"	"64418_at"	"SYNRG"
"19182"	"222715_s_at"	"SYNRG"
"19183"	"221937_at"	"SYNRG"
"19184"	"232982_at"	"SYNRG"
"19185"	"1553165_at"	"SYNRG"
"19186"	"232910_at"	""
"19187"	"236218_at"	"PHOSPHO1"
"19188"	"223270_at"	"CTDSPL2"
"19189"	"239133_at"	"CTDSPL2"
"19190"	"223271_s_at"	"CTDSPL2"
"19191"	"1555106_a_at"	"CTDSPL2"
"19192"	"238646_at"	""
"19193"	"216297_at"	""
"19194"	"213525_at"	""
"19195"	"1553528_a_at"	"TAF5"
"19196"	"210053_at"	"TAF5"
"19197"	"222307_at"	"PDCD4-AS1"
"19198"	"1557613_at"	"KIF9-AS1"
"19199"	"212272_at"	"LPIN1"
"19200"	"212274_at"	"LPIN1"
"19201"	"212276_at"	"LPIN1"
"19202"	"1557867_s_at"	"CFAP157"
"19203"	"1557866_at"	"CFAP157"
"19204"	"231172_at"	"CFAP157"
"19205"	"227674_at"	"ZNF585A"
"19206"	"1554824_at"	"ZNF585A"
"19207"	"243790_at"	"ZNF585A"
"19208"	"229794_at"	"ZNF585A"
"19209"	"200970_s_at"	"SERP1"
"19210"	"200969_at"	"SERP1"
"19211"	"200971_s_at"	"SERP1"
"19212"	"235475_at"	"SERP1"
"19213"	"232218_at"	"TRUB2"
"19214"	"223109_at"	"TRUB2"
"19215"	"32029_at"	"PDPK1"
"19216"	"204524_at"	"PDPK1"
"19217"	"224986_s_at"	"PDPK1"
"19218"	"244629_s_at"	"PDPK1"
"19219"	"211542_x_at"	"RPS10"
"19220"	"200095_x_at"	"RPS10"
"19221"	"200817_x_at"	"RPS10"
"19222"	"223296_at"	""
"19223"	"1553622_a_at"	"FSIP1"
"19224"	"237349_at"	""
"19225"	"211676_s_at"	"IFNGR1"
"19226"	"202727_s_at"	"IFNGR1"
"19227"	"229502_at"	"CHDH"
"19228"	"1559591_s_at"	"CHDH"
"19229"	"1559590_at"	"CHDH"
"19230"	"229954_at"	"CHDH"
"19231"	"231994_at"	"CHDH"
"19232"	"228560_at"	"CHDH"
"19233"	"205372_at"	"PLAG1"
"19234"	"210199_at"	"CRYAA"
"19235"	"205631_at"	"KIAA0586"
"19236"	"37232_at"	"KIAA0586"
"19237"	"1564635_a_at"	"FHAD1"
"19238"	"1563639_a_at"	"FHAD1"
"19239"	"1563830_a_at"	"FHAD1"
"19240"	"1560097_at"	"FHAD1"
"19241"	"1557771_at"	"FHAD1"
"19242"	"1563961_at"	"FHAD1"
"19243"	"232278_s_at"	""
"19244"	"218836_at"	"TRIM39-RPP21"
"19245"	"209724_s_at"	"ZBTB14"
"19246"	"208199_s_at"	"ZBTB14"
"19247"	"224385_s_at"	"MOV10L1"
"19248"	"239257_at"	"MOV10L1"
"19249"	"233342_at"	""
"19250"	"209864_at"	"FRAT2"
"19251"	"1553529_at"	"TAS1R2"
"19252"	"218963_s_at"	"KRT23"
"19253"	"1560464_at"	"TSPAN10"
"19254"	"223795_at"	"TSPAN10"
"19255"	"1560579_s_at"	"SLC16A1-AS1"
"19256"	"1568799_at"	"SLC16A1-AS1"
"19257"	"1568813_at"	"SLC16A1-AS1"
"19258"	"212593_s_at"	"PDCD4"
"19259"	"202731_at"	"PDCD4"
"19260"	"212594_at"	"PDCD4"
"19261"	"202730_s_at"	"PDCD4"
"19262"	"213072_at"	"CYHR1"
"19263"	"213681_at"	"CYHR1"
"19264"	"223421_at"	"CYHR1"
"19265"	"220024_s_at"	"PRX"
"19266"	"217887_s_at"	"EPS15"
"19267"	"217886_at"	"EPS15"
"19268"	"207821_s_at"	"PTK2"
"19269"	"208820_at"	"PTK2"
"19270"	"241387_at"	"PTK2"
"19271"	"241453_at"	"PTK2"
"19272"	"231243_s_at"	"BHLHE41"
"19273"	"223185_s_at"	"BHLHE41"
"19274"	"221530_s_at"	"BHLHE41"
"19275"	"231242_at"	"BHLHE41"
"19276"	"234166_at"	""
"19277"	"221384_at"	"UCP1"
"19278"	"236440_at"	""
"19279"	"216850_at"	""
"19280"	"206042_x_at"	""
"19281"	"205442_at"	"MFAP3L"
"19282"	"210843_s_at"	"MFAP3L"
"19283"	"210493_s_at"	"MFAP3L"
"19284"	"210492_at"	"MFAP3L"
"19285"	"1569300_at"	"MFAP3L"
"19286"	"200858_s_at"	""
"19287"	"208905_at"	"CYCSP55"
"19288"	"213311_s_at"	"TCF25"
"19289"	"221495_s_at"	"TCF25"
"19290"	"214704_at"	"TCF25"
"19291"	"1562713_a_at"	"NETO1"
"19292"	"1552736_a_at"	"NETO1"
"19293"	"1552904_at"	"NETO1"
"19294"	"219482_at"	"SETD4"
"19295"	"213989_x_at"	"SETD4"
"19296"	"216582_at"	"POM121L2"
"19297"	"229666_s_at"	"CSTF3"
"19298"	"203947_at"	"CSTF3"
"19299"	"229665_at"	"CSTF3"
"19300"	"222440_s_at"	"THRAP3"
"19301"	"222439_s_at"	"THRAP3"
"19302"	"217847_s_at"	"THRAP3"
"19303"	"218824_at"	"PNMAL1"
"19304"	"208506_at"	"HIST1H3F"
"19305"	"234677_at"	""
"19306"	"219771_at"	"TBC1D8B"
"19307"	"238067_at"	"TBC1D8B"
"19308"	"1563272_at"	"TBC1D8B"
"19309"	"217173_s_at"	"LDLR"
"19310"	"202067_s_at"	"LDLR"
"19311"	"202068_s_at"	"LDLR"
"19312"	"224289_s_at"	"VN1R10P"
"19313"	"223051_at"	"SSU72"
"19314"	"223053_x_at"	"SSU72"
"19315"	"226229_s_at"	"SSU72"
"19316"	"209079_x_at"	"PCDHGB3"
"19317"	"211876_x_at"	"PCDHGB3"
"19318"	"215836_s_at"	"PCDHGB3"
"19319"	"205717_x_at"	"PCDHGB3"
"19320"	"211066_x_at"	"PCDHGB3"
"19321"	"216352_x_at"	"PCDHGB3"
"19322"	"235531_at"	""
"19323"	"236897_at"	""
"19324"	"224906_at"	"ANO6"
"19325"	"240947_at"	"ANO6"
"19326"	"222713_s_at"	"FANCF"
"19327"	"218689_at"	"FANCF"
"19328"	"236889_at"	""
"19329"	"232354_at"	""
"19330"	"229484_at"	"PPM1J"
"19331"	"225794_s_at"	"SMDT1"
"19332"	"225795_at"	"SMDT1"
"19333"	"227648_at"	"SMDT1"
"19334"	"230608_at"	"TSACC"
"19335"	"211879_x_at"	"PCDHGA3"
"19336"	"209079_x_at"	"PCDHGA3"
"19337"	"211876_x_at"	"PCDHGA3"
"19338"	"215836_s_at"	"PCDHGA3"
"19339"	"205717_x_at"	"PCDHGA3"
"19340"	"211066_x_at"	"PCDHGA3"
"19341"	"216352_x_at"	"PCDHGA3"
"19342"	"244738_at"	"BRWD3"
"19343"	"235156_at"	"BRWD3"
"19344"	"1553252_a_at"	"BRWD3"
"19345"	"221808_at"	"RAB9A"
"19346"	"215517_at"	"PYGO1"
"19347"	"239741_at"	"PYGO1"
"19348"	"205649_s_at"	"FGA"
"19349"	"205650_s_at"	"FGA"
"19350"	"1569234_at"	""
"19351"	"1569235_a_at"	""
"19352"	"217879_at"	"CDC27"
"19353"	"217880_at"	"CDC27"
